Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Tank Temperature (deg C),Time Step (min),Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu)
5120,0.0,68,40,134.3095553272508,-128.9668426780586,-0.0,0.0,0.0,0.0,0.0,56.83864184847266,5.0,-128.9668426780586,5.0,0.41666666666666663,0.0
5125,0.0,68,40,134.09672837034313,-128.55291107297242,-0.0,0.0,0.0,0.0,0.0,56.72040465019062,5.0,-128.55291107297242,5.0,0.41666666666666663,0.0
5130,0.0,68,40,133.88458450222052,-128.14030802156813,-0.0,0.0,0.0,0.0,0.0,56.602546945678064,5.0,-128.14030802156813,5.0,0.41666666666666663,0.0
5135,0.0,68,40,133.67312153044318,-127.72902925972376,-0.0,0.0,0.0,0.0,0.0,56.48506751691288,5.0,-127.72902925972376,5.0,0.41666666666666663,0.0
5140,0.0,68,40,133.46233726960818,-127.31907053700337,-0.0,0.0,0.0,0.0,0.0,56.36796514978232,5.0,-127.31907053700337,5.0,0.41666666666666663,0.0
5145,0.0,68,40,133.25222954132684,-126.91042761661313,-0.0,0.0,0.0,0.0,0.0,56.25123863407047,5.0,-126.91042761661313,5.0,0.41666666666666663,0.0
5150,0.0,68,40,133.04279617420224,-126.50309627535779,-0.0,0.0,0.0,0.0,0.0,56.134886763445685,5.0,-126.50309627535779,5.0,0.41666666666666663,0.0
5155,0.0,68,40,132.83403500380675,-126.0970723035967,-0.0,0.0,0.0,0.0,0.0,56.01890833544819,5.0,-126.0970723035967,5.0,0.41666666666666663,0.0
5160,0.0,68,40,132.6259438726597,-125.6923515052005,-0.0,0.0,0.0,0.0,0.0,55.903302151477604,5.0,-125.6923515052005,5.0,0.41666666666666663,0.0
5165,0.0,68,40,132.41852063020505,-125.28892969750777,-0.0,0.0,0.0,0.0,0.0,55.78806701678058,5.0,-125.28892969750777,5.0,0.41666666666666663,0.0
5170,0.0,68,40,132.2117631327892,-124.88680271128169,-0.0,0.0,0.0,0.0,0.0,55.673201740438444,5.0,-124.88680271128169,5.0,0.41666666666666663,0.0
5175,0.0,68,40,132.0056692436388,-124.48596639066706,-0.0,0.0,0.0,0.0,0.0,55.55870513535489,5.0,-124.48596639066706,5.0,0.41666666666666663,0.0
5180,0.0,68,40,131.80023683283866,-124.08641659314716,-0.0,0.0,0.0,0.0,0.0,55.4445760182437,5.0,-124.08641659314716,5.0,0.41666666666666663,0.0
5185,0.0,68,40,131.5954637773098,-123.68814918950129,-0.0,0.0,0.0,0.0,0.0,55.33081320961655,5.0,-123.68814918950129,5.0,0.41666666666666663,0.0
5190,0.0,68,40,131.39134796078744,-123.29116006376177,-0.0,0.0,0.0,0.0,0.0,55.2174155337708,5.0,-123.29116006376177,5.0,0.41666666666666663,0.0
5195,0.0,68,40,131.18788727379916,-122.89544511317149,-0.0,0.0,0.0,0.0,0.0,55.10438181877731,5.0,-122.89544511317149,5.0,0.41666666666666663,0.0
5200,0.0,68,40,130.98507961364314,-122.50100024814161,-0.0,0.0,0.0,0.0,0.0,54.991710896468405,5.0,-122.50100024814161,5.0,0.41666666666666663,0.0
5205,0.0,68,40,130.7829228843663,-122.10782139220917,-0.0,0.0,0.0,0.0,0.0,54.879401602425716,5.0,-122.10782139220917,5.0,0.41666666666666663,0.0
5210,0.0,68,40,130.58141499674278,-121.71590448199504,-0.0,0.0,0.0,0.0,0.0,54.76745277596821,5.0,-121.71590448199504,5.0,0.41666666666666663,0.0
5215,0.0,68,40,130.38055386825232,-121.32524546716192,-0.0,0.0,0.0,0.0,0.0,54.65586326014018,5.0,-121.32524546716192,5.0,0.41666666666666663,0.0
5220,0.0,68,40,130.18033742305866,-120.93584031037241,-0.0,0.0,0.0,0.0,0.0,54.544631901699255,5.0,-120.93584031037241,5.0,0.41666666666666663,0.0
5225,0.0,68,40,129.98076359198816,-120.54768498724737,-0.0,0.0,0.0,0.0,0.0,54.433757551104534,5.0,-120.54768498724737,5.0,0.41666666666666663,0.0
5230,0.0,68,40,129.7818303125084,-120.1607754863243,-0.0,0.0,0.0,0.0,0.0,54.32323906250466,5.0,-120.1607754863243,5.0,0.41666666666666663,0.0
5235,0.0,68,40,129.5835355287068,-119.77510780901578,-0.0,0.0,0.0,0.0,0.0,54.21307529372599,5.0,-119.77510780901578,5.0,0.41666666666666663,0.0
5240,0.0,68,40,129.38587719126951,-119.39067796956844,-0.0,0.0,0.0,0.0,0.0,54.10326510626084,5.0,-119.39067796956844,5.0,0.41666666666666663,0.0
5245,0.0,68,40,129.18885325746015,-119.00748199502144,-0.0,0.0,0.0,0.0,0.0,53.99380736525564,5.0,-119.00748199502144,5.0,0.41666666666666663,0.0
5250,0.0,68,40,128.99246169109864,-118.62551592516553,-0.0,0.0,0.0,0.0,0.0,53.88470093949924,5.0,-118.62551592516553,5.0,0.41666666666666663,0.0
5255,0.0,68,40,128.79670046254023,-118.24477581250216,-0.0,0.0,0.0,0.0,0.0,53.775944701411234,5.0,-118.24477581250216,5.0,0.41666666666666663,0.0
5260,0.0,68,40,128.60156754865457,-117.86525772220271,-0.0,0.0,0.0,0.0,0.0,53.66753752703032,5.0,-117.86525772220271,5.0,0.41666666666666663,0.0
5265,0.0,68,40,128.40706093280468,-117.48695773206775,-0.0,0.0,0.0,0.0,0.0,53.5594782960026,5.0,-117.48695773206775,5.0,0.41666666666666663,0.0
5270,0.0367730159,68,40,128.21317860482623,-117.10987193248651,-26.92720602181078,0.0,0.0,0.0,0.0,53.451765891570126,5.0,-144.0370779542973,5.0,0.41666666666666663,0.0
5275,0.0,68,40,127.97548205937066,-116.64757094386431,-0.0,0.0,0.0,0.0,0.0,53.31971225520592,5.0,-116.64757094386431,5.0,0.41666666666666663,0.0
5280,0.0,68,40,127.78298492569557,-116.27317923768965,-0.0,0.0,0.0,0.0,0.0,53.2127694031642,5.0,-116.27317923768965,5.0,0.41666666666666663,0.0
5285,0.0,68,40,127.59110563026371,-115.89998917805177,-0.0,0.0,0.0,0.0,0.0,53.10616979459095,5.0,-115.89998917805177,5.0,0.41666666666666663,0.0
5290,0.0,68,40,127.39984219006327,-115.5279969081495,-0.0,0.0,0.0,0.0,0.0,52.99991232781292,5.0,-115.5279969081495,5.0,0.41666666666666663,0.0
5295,0.0,68,40,127.20919262844706,-115.1571985835603,-0.0,0.0,0.0,0.0,0.0,52.89399590469281,5.0,-115.1571985835603,5.0,0.41666666666666663,0.0
5300,0.0,68,40,127.01915497511214,-114.78759037220077,-0.0,0.0,0.0,0.0,0.0,52.78841943061786,5.0,-114.78759037220077,5.0,0.41666666666666663,0.0
5305,0.0,68,40,126.82972726607949,-114.41916845428692,-0.0,0.0,0.0,0.0,0.0,52.683181814488606,5.0,-114.41916845428692,5.0,0.41666666666666663,0.0
5310,0.0,68,40,126.64090754367363,-114.0519290222948,-0.0,0.0,0.0,0.0,0.0,52.57828196870757,5.0,-114.0519290222948,5.0,0.41666666666666663,0.0
5315,0.0,68,40,126.45269385650245,-113.68586828092094,-0.0,0.0,0.0,0.0,0.0,52.47371880916803,5.0,-113.68586828092094,5.0,0.41666666666666663,0.0
5320,0.0,68,40,126.265084259437,-113.32098244704339,-0.0,0.0,0.0,0.0,0.0,52.36949125524278,5.0,-113.32098244704339,5.0,0.41666666666666663,0.0
5325,0.0,68,40,126.07807681359144,-112.95726774968244,-0.0,0.0,0.0,0.0,0.0,52.26559822977302,5.0,-112.95726774968244,5.0,0.41666666666666663,0.0
5330,0.0,68,40,125.89166958630294,-112.5947204299617,-0.0,0.0,0.0,0.0,0.0,52.16203865905719,5.0,-112.5947204299617,5.0,0.41666666666666663,0.0
5335,0.0,68,40,125.70586065111176,-112.23333674106928,-0.0,0.0,0.0,0.0,0.0,52.058811472839864,5.0,-112.23333674106928,5.0,0.41666666666666663,0.0
5340,0.0,68,40,125.52064808774134,-111.87311294821907,-0.0,0.0,0.0,0.0,0.0,51.95591560430074,5.0,-111.87311294821907,5.0,0.41666666666666663,0.0
5345,0.0,68,40,125.33602998207837,-111.51404532861201,-0.0,0.0,0.0,0.0,0.0,51.85334999004354,5.0,-111.51404532861201,5.0,0.41666666666666663,0.0
5350,0.0,68,40,125.15200442615314,-111.15613017139792,-0.0,0.0,0.0,0.0,0.0,51.751113570085074,5.0,-111.15613017139792,5.0,0.41666666666666663,0.0
5355,0.0,68,40,124.96856951811972,-110.79936377763673,-0.0,0.0,0.0,0.0,0.0,51.64920528784429,5.0,-110.79936377763673,5.0,0.41666666666666663,0.0
5360,0.0,68,40,124.78572336223634,-110.44374246026064,-0.0,0.0,0.0,0.0,0.0,51.5476240901313,5.0,-110.44374246026064,5.0,0.41666666666666663,0.0
5365,-1.0044278972001406,68,40,124.60346406884581,-110.0892625440358,705.4000467884149,0.0,0.0,0.0,0.0,51.44636892713656,5.0,595.3107842443791,5.0,0.41666666666666663,0.0
5370,2.4491577277279974,68,40,125.58587303532197,-111.99997031457904,-1739.9926442431772,0.0,0.0,0.0,0.0,51.99215168628998,5.0,-1851.9926145577563,5.0,0.41666666666666663,0.0
5375,0.0,68,40,122.52963048346137,-106.05582017774636,-0.0,0.0,917.7775871888553,917.7775871888553,1.7223523846587483,50.29423915747854,5.0,811.7217670111089,158.5,13.208333333333332,532.8628423333333
5380,0.0,68,40,123.86917070900553,-108.66112001237948,-0.0,0.0,915.9613851049801,915.9613851049801,1.7189439989737527,51.038428171669736,5.0,807.3002650926006,158.5,13.208333333333332,532.8628423333332
5385,-1.1929412059200573,68,40,125.2014143707296,-111.2522286072489,843.7123699859749,0.0,914.1550759934568,914.1550759934568,1.7155541789900326,51.77856353929422,5.0,1646.6152173721828,158.5,13.208333333333332,532.8628423333333
5390,2.8589798533279414,68,40,127.91873378891516,-116.53720004434663,-2086.512985741624,0.0,910.4708259084261,910.4708259084261,1.7086401106926492,53.2881854382862,5.0,-1292.5793598775447,158.5,13.208333333333332,532.8628423333332
5395,0.0,68,40,125.78566046547871,-112.38854107103968,-0.0,0.0,913.3629318274627,913.3629318274627,1.7140675972600599,52.103144703043725,5.0,800.9743907564231,158.5,13.208333333333332,532.8628423333333
5400,0.0,68,40,127.10746488129435,-114.95934615794398,-0.0,0.0,911.5707766620557,911.5707766620557,1.7107043393575956,52.83748048960797,5.0,796.6114305041117,158.5,13.208333333333332,532.8628423333333
5405,0.0,68,40,128.42206934141342,-117.51614790024695,-0.0,0.0,909.7883834838517,909.7883834838517,1.7073594013424038,53.56781630078523,5.0,792.2722355836047,158.5,13.208333333333332,532.8628423333333
5410,0.0,68,40,129.72951306446873,-120.05902257508879,-0.0,0.0,908.0156991186636,908.0156991186636,1.7040326834248518,54.29417392470485,5.0,787.9566765435749,158.5,13.208333333333332,532.8628423333333
5415,0.0,68,40,131.02983505546663,-122.58804604412309,-0.0,0.0,906.2526706819481,906.2526706819481,1.7007240863588684,55.01657503081479,5.0,783.664624637825,158.5,13.208333333333332,532.8628423333333
5420,0.0,68,40,132.3230741069506,-125.10329375578,-0.0,0.0,904.4992455772262,904.4992455772262,1.6974335114389814,55.735041170528106,5.0,779.3959518214463,158.5,13.208333333333332,532.8628423333333
5425,0.0,68,40,133.6092688001586,-127.60484074751709,-0.0,0.0,902.7553714945168,902.7553714945168,1.6941608604973744,56.44959377786588,5.0,775.1505307469997,158.5,13.208333333333332,532.8628423333333
5430,0.0,68,40,134.88845750617403,-130.09276164805803,-0.0,0.0,901.0209964087735,901.0209964087735,1.6909060359009573,57.160254170096685,5.0,770.9282347607154,158.5,13.208333333333332,532.8628423333333
5435,0.0,68,40,136.16067838707053,-132.56713067961888,-0.0,0.0,0.0,0.0,0.0,57.867043548372514,5.0,-132.56713067961888,5.0,0.41666666666666663,0.0
5440,0.0,68,40,135.94191007094642,-132.14164360058055,-0.0,0.0,0.0,0.0,0.0,57.74550559497023,5.0,-132.14164360058055,5.0,0.41666666666666663,0.0
5445,0.155584764828,68,40,135.72384391297672,-131.71752216363993,-123.62769440424935,0.0,0.0,0.0,0.0,57.62435772943151,5.0,-255.34521656788928,5.0,0.41666666666666663,0.0
5450,0.0,68,40,135.302461608234,-130.8979668954004,-0.0,0.0,0.0,0.0,0.0,57.39025644901889,5.0,-130.8979668954004,5.0,0.41666666666666663,0.0
5455,0.20646328733099997,68,40,135.08644782219994,-130.47783715961404,-162.9633837824967,0.0,0.0,0.0,0.0,57.270248790111076,5.0,-293.4412209421107,5.0,0.41666666666666663,0.0
5460,0.109802645109,68,40,134.60219775615562,-129.53600906596805,-86.22686576705821,0.0,0.0,0.0,0.0,57.001220975642006,5.0,-215.76287483302627,5.0,0.41666666666666663,0.0
5465,0.082692619462,68,40,134.2461360343145,-128.84349716722681,-64.69323599172617,0.0,0.0,0.0,0.0,56.8034089079525,5.0,-193.53673315895298,5.0,0.41666666666666663,0.0
5470,0.0,68,40,133.92675290363732,-128.22232222849001,-0.0,0.0,0.0,0.0,0.0,56.62597383535407,5.0,-128.22232222849001,5.0,0.41666666666666663,0.0
5475,0.0,68,40,133.71515458828083,-127.81078023408445,-0.0,0.0,0.0,0.0,0.0,56.50841921571157,5.0,-127.81078023408445,5.0,0.41666666666666663,0.0
5480,0.0,68,40,133.50423541826504,-127.4005591236733,-0.0,0.0,0.0,0.0,0.0,56.39124189903613,5.0,-127.4005591236733,5.0,0.41666666666666663,0.0
5485,0.0,68,40,133.29399321380703,-126.99165465775117,-0.0,0.0,0.0,0.0,0.0,56.274440674337235,5.0,-126.99165465775117,5.0,0.41666666666666663,0.0
5490,0.0,68,40,133.08442580212008,-126.58406261041962,-0.0,0.0,0.0,0.0,0.0,56.15801433451115,5.0,-126.58406261041962,5.0,0.41666666666666663,0.0
