Time (min),Hot Water Draw Volume (gal),Ambient Temperature (deg F),Inlet Water Temperature (deg F),Tank Temperature (deg F),Jacket Losses (Btu),Energy Withdrawn (Btu),Energy Added Backup (Btu),Energy Added Heat Pump (Btu),Energy Added Total (Btu),COP Gas,Tank Temperature (deg C),Time Step (min),Total Energy Change (Btu),Elec Energy Demand (Watts),Electric Usage (W-hrs),Gas Usage (Btu)
7730,0.0,68,40,128.15247813690752,-116.99181432136359,-0.0,0.0,910.1539059952934,910.1539059952934,1.70804536118498,53.418043409393064,5.0,793.1620916739298,158.5,13.208333333333332,532.8628423333333
7735,0.0,68,40,129.46139034100693,-119.5375450757381,-0.0,0.0,908.379230604915,908.379230604915,1.7047149067989935,54.14521685611496,5.0,788.841685529177,158.5,13.208333333333332,532.8628423333333
7740,-1.300245502799803,68,40,130.76317281413597,-122.06940906705175,979.6334406529351,0.0,906.6142219882545,906.6142219882545,1.7014025936173653,54.86842934118665,5.0,1764.1782535741377,158.5,13.208333333333332,532.8628423333333
7745,7.801473016799803,68,40,133.67450010845562,-127.73171048496759,-6066.3374801112805,0.0,902.666928284075,902.666928284075,1.6939948830573741,56.485833393586454,5.0,-5291.402262312173,158.5,13.208333333333332,532.8628423333333
7750,0.0,68,40,124.94238712594701,-110.74844109484074,-0.0,0.0,914.506275466816,914.506275466816,1.7162132594239794,51.634659514415006,5.0,803.7578343719753,158.5,13.208333333333332,532.8628423333333
7755,0.0,68,40,126.2687849071744,-113.32817991431943,-0.0,0.0,912.7078924333135,912.7078924333135,1.7128383139584118,52.37154717065245,5.0,799.3797125189941,158.5,13.208333333333332,532.8628423333332
7760,0.0,68,40,127.58795771234136,-115.8938667265672,-0.0,0.0,910.9193053106222,910.9193053106222,1.7094817520430428,53.10442095130075,5.0,795.025438584055,158.5,13.208333333333332,532.8628423333333
7765,0.0,68,40,128.89994489636825,-118.44557807379275,-0.0,0.0,909.1404607397703,909.1404607397703,1.7061434735414631,53.833302720204586,5.0,790.6948826659776,158.5,13.208333333333332,532.8628423333333
7770,0.0,68,40,130.2047855998066,-120.9833900812743,-0.0,0.0,907.3713056524364,907.3713056524364,1.7028233788627145,54.55821422211478,5.0,786.3879155711621,158.5,13.208333333333332,532.8628423333332
7775,0.0,68,40,131.5025187500068,-123.50737845963083,-0.0,0.0,905.611787269366,905.611787269366,1.6995213689583162,55.27917708333711,5.0,782.1044088097352,158.5,13.208333333333332,532.8628423333333
7780,0.0,68,40,132.79318306227938,-126.01761850708047,-0.0,0.0,903.8618530987961,903.8618530987961,1.6962373453193114,55.996212812377436,5.0,777.8442345917157,158.5,13.208333333333332,532.8628423333333
7785,0.0,68,40,134.07681704105002,-128.514185111687,-0.0,0.0,902.1214509348903,902.1214509348903,1.6929712099733285,56.70934280058334,5.0,773.6072658232033,158.5,13.208333333333332,532.8628423333333
7790,0.0,68,40,135.3534589810083,-130.99715275359407,-0.0,0.0,900.3905288561801,900.3905288561801,1.6897228654816567,57.418588322782384,5.0,769.3933761025861,158.5,13.208333333333332,532.8628423333332
7795,0.0,68,40,136.62314696825004,-133.46659550724698,-0.0,0.0,0.0,0.0,0.0,58.12397053791669,5.0,-133.46659550724698,5.0,0.41666666666666663,0.0
7800,0.0,68,40,136.40289431430594,-133.03822150850053,-0.0,0.0,0.0,0.0,0.0,58.001607952392185,5.0,-133.03822150850053,5.0,0.41666666666666663,0.0
7805,0.0,68,40,136.18334858264262,-132.61122241770093,-0.0,0.0,0.0,0.0,0.0,57.879638101468124,5.0,-132.61122241770093,5.0,0.41666666666666663,0.0
7810,0.0,68,40,135.9645075043244,-132.18559382194763,-0.0,0.0,0.0,0.0,0.0,57.75805972462466,5.0,-132.18559382194763,5.0,0.41666666666666663,0.0
7815,0.0,68,40,135.74636881769788,-131.76133132250365,-0.0,0.0,0.0,0.0,0.0,57.636871565387715,5.0,-131.76133132250365,5.0,0.41666666666666663,0.0
7820,0.0,68,40,135.52893026836878,-131.33843053475024,-0.0,0.0,0.0,0.0,0.0,57.516072371315985,5.0,-131.33843053475024,5.0,0.41666666666666663,0.0
7825,0.0,68,40,135.31218960917843,-130.91688708814155,-0.0,0.0,0.0,0.0,0.0,57.395660893988016,5.0,-130.91688708814155,5.0,0.41666666666666663,0.0
7830,0.0,68,40,135.09614460018068,-130.49669662615932,-0.0,0.0,0.0,0.0,0.0,57.275635888989264,5.0,-130.49669662615932,5.0,0.41666666666666663,0.0
7835,0.0,68,40,134.88079300861867,-130.07785480626802,-0.0,0.0,0.0,0.0,0.0,57.155996115899256,5.0,-130.07785480626802,5.0,0.41666666666666663,0.0
7840,0.0,68,40,134.6661326089018,-129.6603572998699,-0.0,0.0,0.0,0.0,0.0,57.03674033827877,5.0,-129.6603572998699,5.0,0.41666666666666663,0.0
7845,0.0,68,40,134.45216118258273,-129.24419979226028,-0.0,0.0,0.0,0.0,0.0,56.91786732365707,5.0,-129.24419979226028,5.0,0.41666666666666663,0.0
7850,0.0,68,40,134.23887651833442,-128.8293779825829,-0.0,0.0,0.0,0.0,0.0,56.79937584351912,5.0,-128.8293779825829,5.0,0.41666666666666663,0.0
7855,0.0,68,40,134.02627641192734,-128.41588758378552,-0.0,0.0,0.0,0.0,0.0,56.681264673292965,5.0,-128.41588758378552,5.0,0.41666666666666663,0.0
7860,0.0,68,40,133.81435866620663,-128.00372432257572,-0.0,0.0,0.0,0.0,0.0,56.56353259233701,5.0,-128.00372432257572,5.0,0.41666666666666663,0.0
7865,0.0,68,40,133.60312109106937,-127.59288393937643,-0.0,0.0,0.0,0.0,0.0,56.446178383927425,5.0,-127.59288393937643,5.0,0.41666666666666663,0.0
7870,0.0,68,40,133.39256150344204,-127.18336218828227,-0.0,0.0,0.0,0.0,0.0,56.32920083524557,5.0,-127.18336218828227,5.0,0.41666666666666663,0.0
7875,0.0,68,40,133.1826777272579,-126.77515483701546,-0.0,0.0,0.0,0.0,0.0,56.2125987373655,5.0,-126.77515483701546,5.0,0.41666666666666663,0.0
7880,0.0,68,40,132.9734675934345,-126.36825766688213,-0.0,0.0,0.0,0.0,0.0,56.096370885241384,5.0,-126.36825766688213,5.0,0.41666666666666663,0.0
7885,0.0,68,40,132.76492893985125,-125.96266647272866,-0.0,0.0,0.0,0.0,0.0,55.980516077695135,5.0,-125.96266647272866,5.0,0.41666666666666663,0.0
7890,0.0,68,40,132.5570596113271,-125.55837706289834,-0.0,0.0,0.0,0.0,0.0,55.86503311740395,5.0,-125.55837706289834,5.0,0.41666666666666663,0.0
7895,0.0,68,40,132.34985745959833,-125.15538525918798,-0.0,0.0,0.0,0.0,0.0,55.74992081088796,5.0,-125.15538525918798,5.0,0.41666666666666663,0.0
7900,0.0,68,40,132.14332034329618,-124.75368689680471,-0.0,0.0,0.0,0.0,0.0,55.63517796849788,5.0,-124.75368689680471,5.0,0.41666666666666663,0.0
7905,0.0,68,40,131.9374461279249,-124.35327782432302,-0.0,0.0,0.0,0.0,0.0,55.52080340440271,5.0,-124.35327782432302,5.0,0.41666666666666663,0.0
7910,0.0,68,40,131.73223268583953,-123.95415390364172,-0.0,0.0,0.0,0.0,0.0,55.40679593657752,5.0,-123.95415390364172,5.0,0.41666666666666663,0.0
7915,0.0,68,40,131.5276778962241,-123.55631100994138,-0.0,0.0,0.0,0.0,0.0,55.293154386791166,5.0,-123.55631100994138,5.0,0.41666666666666663,0.0
7920,0.0,68,40,131.32377964506955,-123.15974503164152,-0.0,0.0,0.0,0.0,0.0,55.179877580594194,5.0,-123.15974503164152,5.0,0.41666666666666663,0.0
7925,0.0,68,40,131.1205358251519,-122.76445187035809,-0.0,0.0,0.0,0.0,0.0,55.06696434730661,5.0,-122.76445187035809,5.0,0.41666666666666663,0.0
7930,0.0,68,40,130.91794433601055,-122.37042744086129,-0.0,0.0,0.0,0.0,0.0,54.95441352000586,5.0,-122.37042744086129,5.0,0.41666666666666663,0.0
7935,0.0,68,40,130.71600308392655,-121.97766767103332,-0.0,0.0,0.0,0.0,0.0,54.84222393551475,5.0,-121.97766767103332,5.0,0.41666666666666663,0.0
7940,0.0,68,40,130.5147099819009,-121.58616850182604,-0.0,0.0,0.0,0.0,0.0,54.73039443438938,5.0,-121.58616850182604,5.0,0.41666666666666663,0.0
7945,0.0,68,40,130.31406294963304,-121.19592588721943,-0.0,0.0,0.0,0.0,0.0,54.618923860907245,5.0,-121.19592588721943,5.0,0.41666666666666663,0.0
7950,0.0,68,40,130.11405991349937,-120.8069357941795,-0.0,0.0,0.0,0.0,0.0,54.50781106305521,5.0,-120.8069357941795,5.0,0.41666666666666663,0.0
7955,0.0,68,40,129.91469880653176,-120.41919420261661,-0.0,0.0,0.0,0.0,0.0,54.397054892517644,5.0,-120.41919420261661,5.0,0.41666666666666663,0.0
7960,0.0,68,40,129.71597756839623,-120.03269710534408,-0.0,0.0,0.0,0.0,0.0,54.28665420466457,5.0,-120.03269710534408,5.0,0.41666666666666663,0.0
7965,0.0,68,40,129.5178941453716,-119.64744050803662,-0.0,0.0,0.0,0.0,0.0,54.176607858539775,5.0,-119.64744050803662,5.0,0.41666666666666663,0.0
7970,0.0,68,40,129.32044649032832,-119.26342042918904,-0.0,0.0,0.0,0.0,0.0,54.06691471684907,5.0,-119.26342042918904,5.0,0.41666666666666663,0.0
7975,0.0,68,40,129.12363256270737,-118.88063290007541,-0.0,0.0,0.0,0.0,0.0,53.957573645948536,5.0,-118.88063290007541,5.0,0.41666666666666663,0.0
7980,0.0,68,40,128.92745032849902,-118.49907396470759,-0.0,0.0,0.0,0.0,0.0,53.848583515832786,5.0,-118.49907396470759,5.0,0.41666666666666663,0.0
7985,0.0,68,40,128.7318977602219,-118.11873967979467,-0.0,0.0,0.0,0.0,0.0,53.73994320012328,5.0,-118.11873967979467,5.0,0.41666666666666663,0.0
7990,0.0,68,40,128.5369728369021,-117.73962611470206,-0.0,0.0,0.0,0.0,0.0,53.63165157605672,5.0,-117.73962611470206,5.0,0.41666666666666663,0.0
7995,0.0,68,40,128.34267354405213,-117.36172935141099,-0.0,0.0,0.0,0.0,0.0,53.52370752447341,5.0,-117.36172935141099,5.0,0.41666666666666663,0.0
8000,0.0,68,40,128.1489978736503,-116.98504548447794,-0.0,0.0,0.0,0.0,0.0,53.41610992980572,5.0,-116.98504548447794,5.0,0.41666666666666663,0.0
8005,0.0,68,40,127.95594382411977,-116.60957062099419,-0.0,0.0,0.0,0.0,0.0,53.30885768006654,5.0,-116.60957062099419,5.0,0.41666666666666663,0.0
8010,0.0,68,40,127.763509400308,-116.23530088054584,-0.0,0.0,0.0,0.0,0.0,53.20194966683778,5.0,-116.23530088054584,5.0,0.41666666666666663,0.0
8015,0.0,68,40,127.57169261346607,-115.86223239517345,-0.0,0.0,0.0,0.0,0.0,53.09538478525893,5.0,-115.86223239517345,5.0,0.41666666666666663,0.0
8020,0.0,68,40,127.38049148122816,-115.49036130933224,-0.0,0.0,0.0,0.0,0.0,52.98916193401564,5.0,-115.49036130933224,5.0,0.41666666666666663,0.0
8025,0.0,68,40,127.18990402759103,-115.11968377985211,-0.0,0.0,0.0,0.0,0.0,52.883280015328346,5.0,-115.11968377985211,5.0,0.41666666666666663,0.0
8030,0.0,68,40,126.99992828289362,-114.75019597589804,-0.0,0.0,0.0,0.0,0.0,52.7777379349409,5.0,-114.75019597589804,5.0,0.41666666666666663,0.0
8035,0.0,68,40,126.81056228379668,-114.38189407893037,-0.0,0.0,0.0,0.0,0.0,52.672534602109266,5.0,-114.38189407893037,5.0,0.41666666666666663,0.0
8040,0.0,68,40,126.62180407326251,-114.01477428266553,-0.0,0.0,0.0,0.0,0.0,52.56766892959028,5.0,-114.01477428266553,5.0,0.41666666666666663,0.0
8045,0.0,68,40,126.43365170053468,-113.64883279303649,-0.0,0.0,0.0,0.0,0.0,52.46313983363038,5.0,-113.64883279303649,5.0,0.41666666666666663,0.0
8050,0.0,68,40,126.24610322111792,-113.28406582815369,-0.0,0.0,0.0,0.0,0.0,52.3589462339544,5.0,-113.28406582815369,5.0,0.41666666666666663,0.0
8055,0.0,68,40,126.05915669675802,-112.92046961826587,-0.0,0.0,0.0,0.0,0.0,52.25508705375446,5.0,-112.92046961826587,5.0,0.41666666666666663,0.0
8060,0.0,68,40,125.87281019542176,-112.55804040572124,-0.0,0.0,0.0,0.0,0.0,52.151561219678754,5.0,-112.55804040572124,5.0,0.41666666666666663,0.0
8065,0.0,68,40,125.68706179127699,-112.19677444492851,-0.0,0.0,0.0,0.0,0.0,52.04836766182055,5.0,-112.19677444492851,5.0,0.41666666666666663,0.0
8070,0.0,68,40,125.50190956467269,-111.83666800231819,-0.0,0.0,0.0,0.0,0.0,51.945505313707045,5.0,-111.83666800231819,5.0,0.41666666666666663,0.0
8075,0.0,68,40,125.31735160211915,-111.47771735630407,-0.0,0.0,0.0,0.0,0.0,51.84297311228841,5.0,-111.47771735630407,5.0,0.41666666666666663,0.0
8080,-1.420778154400068,68,40,125.13338599626819,-111.11991879724474,1004.0486347949105,0.0,0.0,0.0,0.0,51.74076999792677,5.0,892.9287159976658,5.0,0.41666666666666663,0.0
8085,3.142296068731068,68,40,126.60693762717572,-113.98586022036794,-2259.063074083218,0.0,0.0,0.0,0.0,52.5594097928754,5.0,-2373.048934303586,5.0,0.41666666666666663,0.0
8090,0.203624190305,68,40,122.6908242076857,-106.3693292273868,-139.77041779675784,0.0,917.5590343061117,917.5590343061117,1.7219422361826666,50.38379122649205,5.0,671.4192872819671,158.5,13.208333333333332,532.8628423333333
8095,0.0,68,40,123.7988308918382,-108.52431462905496,-0.0,0.0,916.0567546355718,916.0567546355718,1.7191229747307673,50.99935049546566,5.0,807.5324400065168,158.5,13.208333333333332,532.8628423333333
8100,0.0,68,40,125.13145769917838,-111.11616841185624,-0.0,0.0,914.249926039935,914.249926039935,1.7157321798543128,51.73969872176577,5.0,803.1337576280787,158.5,13.208333333333332,532.8628423333333
8105,0.0,68,40,126.4568256005427,-113.69390419642355,-0.0,0.0,912.452939358642,912.452939358642,1.7123598548608414,52.47601422252372,5.0,798.7590351622184,158.5,13.208333333333332,532.8628423333332
8110,0.0,68,40,127.77497413566999,-116.25759888442296,-0.0,0.0,910.6657409821375,910.6657409821375,1.7090058991436843,53.2083189642611,5.0,794.4081420977146,158.5,13.208333333333332,532.8628423333333
8115,0.0,68,40,129.0859426289236,-118.80732895863213,-0.0,0.0,908.8882775928806,908.8882775928806,1.7056702126441834,53.93663479384644,5.0,790.0809486342484,158.5,13.208333333333332,532.8628423333333
8120,0.0,68,40,130.38977019046436,-121.3431704852219,-0.0,0.0,907.1204961637546,907.1204961637546,1.7023526958487074,54.66098343914687,5.0,785.7773256785327,158.5,13.208333333333332,532.8628423333333
8125,0.0,68,40,131.6864957174176,-123.86519911602582,-0.0,0.0,905.3623439564855,905.3623439564855,1.699053249785682,55.38138650967645,5.0,781.4971448404597,158.5,13.208333333333332,532.8628423333333
8130,0.0,68,40,132.97615789503342,-126.3734900907968,-0.0,0.0,903.6137685200672,903.6137685200672,1.6957717760226374,56.09786549724079,5.0,777.2402784292703,158.5,13.208333333333332,532.8628423333333
8135,0.0,68,40,134.25879519784078,-128.86811823945195,-0.0,0.0,901.8747176891983,901.8747176891983,1.692508176663272,56.81044177657821,5.0,773.0065994497463,158.5,13.208333333333332,532.8628423333332
8140,0.0,68,40,135.53444589079535,-131.3491579843048,-0.0,0.0,900.1451395827257,900.1451395827257,1.689262354344532,57.51913660599742,5.0,768.7959815984209,158.5,13.208333333333332,532.8628423333333
8145,0.0,68,40,136.8031480304211,-133.81668334228576,-0.0,0.0,0.0,0.0,0.0,58.223971128011726,5.0,-133.81668334228576,5.0,0.41666666666666663,0.0
8150,0.0,68,40,136.58231764558872,-133.38718570263697,-0.0,0.0,0.0,0.0,0.0,58.10128758088262,5.0,-133.38718570263697,5.0,0.41666666666666663,0.0
8155,0.0,68,40,136.3621960373205,-132.95906657736964,-0.0,0.0,0.0,0.0,0.0,57.97899779851139,5.0,-132.95906657736964,5.0,0.41666666666666663,0.0
8160,0.0,68,40,136.14278093072923,-132.53232154200796,-0.0,0.0,0.0,0.0,0.0,57.85710051707179,5.0,-132.53232154200796,5.0,0.41666666666666663,0.0
8165,0.0,68,40,135.9240700582292,-132.10694618627699,-0.0,0.0,0.0,0.0,0.0,57.735594476794,5.0,-132.10694618627699,5.0,0.41666666666666663,0.0
8170,0.0,68,40,135.7060611595127,-131.6829361140569,-0.0,0.0,0.0,0.0,0.0,57.614478421951496,5.0,-131.6829361140569,5.0,0.41666666666666663,0.0
8175,0.0,68,40,135.4887519815267,-131.26028694333772,-0.0,0.0,0.0,0.0,0.0,57.49375110084816,5.0,-131.26028694333772,5.0,0.41666666666666663,0.0
8180,0.0,68,40,135.27214027844954,-130.83899430617393,-0.0,0.0,0.0,0.0,0.0,57.3734112658053,5.0,-130.83899430617393,5.0,0.41666666666666663,0.0
8185,0.0,68,40,135.05622381166782,-130.41905384863932,-0.0,0.0,0.0,0.0,0.0,57.25345767314879,5.0,-130.41905384863932,5.0,0.41666666666666663,0.0
8190,0.0,68,40,134.8410003497531,-130.00046123078212,-0.0,0.0,0.0,0.0,0.0,57.133889083196166,5.0,-130.00046123078212,5.0,0.41666666666666663,0.0
8195,0.0,68,40,134.62646766843898,-129.58321212657992,-0.0,0.0,0.0,0.0,0.0,57.014704260243875,5.0,-129.58321212657992,5.0,0.41666666666666663,0.0
8200,0.0,68,40,134.41262355059803,-129.16730222389523,-0.0,0.0,0.0,0.0,0.0,56.895901972554455,5.0,-129.16730222389523,5.0,0.41666666666666663,0.0
8205,-4.816629081600834,68,40,134.19946578621895,-128.75272722443077,3766.3460097360467,0.0,0.0,0.0,0.0,56.77748099234386,5.0,3637.593282511616,5.0,0.41666666666666663,0.0
8210,6.3507548408108345,68,40,140.2023878761804,-140.42793609838537,-5282.408599783009,0.0,0.0,0.0,0.0,60.11243770898911,5.0,-5422.836535881394,5.0,0.41666666666666663,0.0
8215,0.0,68,40,131.2533760699413,-123.02281564412374,-0.0,0.0,0.0,0.0,0.0,55.14076448330073,5.0,-123.02281564412374,5.0,0.41666666666666663,0.0
8220,0.05806512741599999,68,40,131.05035821713466,-122.62796197100624,-43.88596115805627,0.0,0.0,0.0,0.0,55.02797678729703,5.0,-166.5139231290625,5.0,0.41666666666666663,0.0
8225,0.401680285437,68,40,130.77556935818134,-122.09351936514923,-302.67605913473176,0.0,0.0,0.0,0.0,54.87531631010074,5.0,-424.769578499881,5.0,0.41666666666666663,0.0
8230,0.0,68,40,130.074595255832,-120.7301801550923,-0.0,0.0,0.0,0.0,0.0,54.485886253240004,5.0,-120.7301801550923,5.0,0.41666666666666663,0.0
8235,0.13538637624999997,68,40,129.87536081451546,-120.34268491820656,-101.00530473251493,0.0,0.0,0.0,0.0,54.37520045250859,5.0,-221.3479896507215,5.0,0.41666666666666663,0.0
8240,0.096589106208,68,40,129.51008228185734,-119.6322470511073,-71.76764177718074,0.0,0.0,0.0,0.0,54.17226793436519,5.0,-191.39988882828806,5.0,0.41666666666666663,0.0
8245,0.0,68,40,129.19422546900603,-119.01793052175114,-0.0,0.0,0.0,0.0,0.0,53.99679192722557,5.0,-119.01793052175114,5.0,0.41666666666666663,0.0
8250,0.0,68,40,128.99781666000987,-118.63593091633403,-0.0,0.0,0.0,0.0,0.0,53.88767592222771,5.0,-118.63593091633403,5.0,0.41666666666666663,0.0
8255,0.029119748583999995,68,40,128.80203824415875,-118.25515737574518,-21.465406997151092,0.0,0.0,0.0,0.0,53.77891013564375,5.0,-139.72056437289626,5.0,0.41666666666666663,0.0
8260,0.05329287333399999,68,40,128.57146500598824,-117.80671065662376,-39.18244536008354,0.0,0.0,0.0,0.0,53.65081389221569,5.0,-156.9891560167073,5.0,0.41666666666666663,0.0
8265,0.0,68,40,128.31239435147944,-117.30283871573008,-0.0,0.0,0.0,0.0,0.0,53.50688575082191,5.0,-117.30283871573008,5.0,0.41666666666666663,0.0
8270,0.0,68,40,128.11881586508648,-116.92634386401089,-0.0,0.0,0.0,0.0,0.0,53.39934214727026,5.0,-116.92634386401089,5.0,0.41666666666666663,0.0
8275,0.0,68,40,127.9258586876433,-116.55105740907835,-0.0,0.0,0.0,0.0,0.0,53.29214371535738,5.0,-116.55105740907835,5.0,0.41666666666666663,0.0
8280,0.0,68,40,127.73352082499851,-116.17697547246567,-0.0,0.0,0.0,0.0,0.0,53.18528934722139,5.0,-116.17697547246567,5.0,0.41666666666666663,0.0
8285,0.10667907912699999,68,40,127.54180028940112,-115.8040941881543,-77.52170286205421,0.0,0.0,0.0,0.0,53.07877793855618,5.0,-193.3257970502085,5.0,0.41666666666666663,0.0
8290,0.0,68,40,127.22276525509658,-115.18359626934173,-0.0,0.0,0.0,0.0,0.0,52.90153625283143,5.0,-115.18359626934173,5.0,0.41666666666666663,0.0
8295,0.0,68,40,127.03268403909844,-114.81390333204632,-0.0,0.0,0.0,0.0,0.0,52.79593557727691,5.0,-114.81390333204632,5.0,0.41666666666666663,0.0
8300,0.024266457208999993,68,40,126.84321290722117,-114.44539696013271,-17.493263209648454,0.0,0.0,0.0,0.0,52.690673837345095,5.0,-131.93866016978117,5.0,0.41666666666666663,0.0
8305,0.0,68,40,126.62548172175279,-114.02192701822423,-0.0,0.0,0.0,0.0,0.0,52.56971206764044,5.0,-114.02192701822423,5.0,0.41666666666666663,0.0
8310,0.0,68,40,126.43731754525501,-113.65596257119586,-0.0,0.0,0.0,0.0,0.0,52.46517641403056,5.0,-113.65596257119586,5.0,0.41666666666666663,0.0
8315,0.0,68,40,126.24975729995366,-113.2911727225977,-0.0,0.0,0.0,0.0,0.0,52.36097627775203,5.0,-113.2911727225977,5.0,0.41666666666666663,0.0
8320,1.030584477283,68,40,126.0627990474729,-112.92755370244207,-736.2539465110752,0.0,0.0,0.0,0.0,52.25711058192938,5.0,-849.1815002135173,5.0,0.41666666666666663,0.0
8325,0.0,68,40,124.66144106429049,-110.20202321651443,-0.0,0.0,0.0,0.0,0.0,51.47857836905027,5.0,-110.20202321651443,5.0,0.41666666666666663,0.0
8330,0.0,68,40,124.47958066700382,-109.84831912167488,-0.0,0.0,0.0,0.0,0.0,51.37754481500212,5.0,-109.84831912167488,5.0,0.41666666666666663,0.0
8335,0.0,68,40,124.29830396832206,-109.49575027447464,-0.0,0.0,0.0,0.0,0.0,51.2768355379567,5.0,-109.49575027447464,5.0,0.41666666666666663,0.0
8340,0.0,68,40,124.11760909480786,-109.14431303122623,-0.0,0.0,0.0,0.0,0.0,51.17644949711548,5.0,-109.14431303122623,5.0,0.41666666666666663,0.0
8345,0.0,68,40,123.93749417903683,-108.79400375993683,-0.0,0.0,915.8687494182856,915.8687494182856,1.7187701537000064,51.07638565502046,5.0,807.0747456583488,158.5,13.208333333333332,532.8628423333333
8350,0.0,68,40,125.26936567832038,-111.3843885282826,-0.0,0.0,914.0629448994478,914.0629448994478,1.7153812806629405,51.816314265733546,5.0,802.6785563711652,158.5,13.208333333333332,532.8628423333332
8355,0.0,68,40,126.59398238584077,-113.96066330021286,-0.0,0.0,912.2669767167403,912.2669767167403,1.712010867040472,52.55221243657821,5.0,798.3063134165274,158.5,13.208333333333332,532.8628423333333
8360,0.0,68,40,127.9113838189265,-116.5229049338073,-0.0,0.0,910.4807912909922,910.4807912909922,1.7086588122829538,53.28410212162583,5.0,793.9578863571849,158.5,13.208333333333332,532.8628423333333
8365,0.0,68,40,129.2216092796525,-119.07118986849446,-0.0,0.0,908.7043353348822,908.7043353348822,1.70532501638844,54.0120051553625,5.0,789.6331454663878,158.5,13.208333333333332,532.8628423333332
8370,0.0,68,40,130.52469785601284,-121.60559412733247,-0.0,0.0,906.9375558513487,906.9375558513487,1.702009379899701,54.735943253340466,5.0,785.3319617240163,158.5,13.208333333333332,532.8628423333333
8375,0.0,68,40,131.82068842308658,-124.12619331927664,-0.0,0.0,905.1804001320081,905.1804001320081,1.6987118039012576,55.455938012825875,5.0,781.0542068127315,158.5,13.208333333333332,532.8628423333333
8380,0.0,68,40,133.10961964419775,-126.63306264143554,-0.0,0.0,903.432815755583,903.432815755583,1.6954321900164302,56.172010913443195,5.0,776.7997531141474,158.5,13.208333333333332,532.8628423333332
8385,0.0,68,40,134.39152997206867,-129.12627688131394,-0.0,0.0,901.6947505863386,901.6947505863386,1.6921704404044031,56.884183317815925,5.0,772.5684737050246,158.5,13.208333333333332,532.8628423333333
8390,0.0,68,40,135.66645764996716,-131.6059104190443,-0.0,0.0,899.9661527725262,899.9661527725262,1.6889264577573058,57.59247647220398,5.0,768.3602423534819,158.5,13.208333333333332,532.8628423333332
8395,0.0,68,40,136.93444071284745,-134.0720372296055,-0.0,0.0,0.0,0.0,0.0,58.296911507137466,5.0,-134.0720372296055,5.0,0.41666666666666663,0.0
8400,0.0,68,40,136.71318893140145,-133.6417200068589,-0.0,0.0,0.0,0.0,0.0,58.17399385077858,5.0,-133.6417200068589,5.0,0.41666666666666663,0.0
8405,0.0,68,40,136.49264727903295,-133.2127839290252,-0.0,0.0,0.0,0.0,0.0,58.05147071057386,5.0,-133.2127839290252,5.0,0.41666666666666663,0.0
8410,0.0,68,40,136.27281347651376,-132.78522456318578,-0.0,0.0,0.0,0.0,0.0,57.92934082028542,5.0,-132.78522456318578,5.0,0.41666666666666663,0.0
8415,0.0,68,40,136.05368525193103,-132.3590374906498,-0.0,0.0,0.0,0.0,0.0,57.80760291773946,5.0,-132.3590374906498,5.0,0.41666666666666663,0.0
8420,0.658536431,68,40,135.83526034066387,-131.9342183069087,-523.8822750649279,0.0,0.0,0.0,0.0,57.68625574481326,5.0,-655.8164933718365,5.0,0.41666666666666663,0.0
8425,0.24355191252000005,68,40,134.7530020975695,-129.82931158742682,-191.56364644116158,0.0,0.0,0.0,0.0,57.085001165316385,5.0,-321.3929580285884,5.0,0.41666666666666663,0.0
8430,2.257696252057,68,40,134.2226248020694,-128.7977696793081,-1765.8315931685422,0.0,0.0,0.0,0.0,56.79034711226077,5.0,-1894.6293628478502,5.0,0.41666666666666663,0.0
8435,0.130460430645,68,40,131.09602114651278,-122.71677275853548,-98.65220312955508,0.0,0.0,0.0,0.0,55.05334508139599,5.0,-221.36897588809057,5.0,0.41666666666666663,0.0
8440,0.0,68,40,130.73070798141003,-122.00626753406947,-0.0,0.0,0.0,0.0,0.0,54.85039332300558,5.0,-122.00626753406947,5.0,0.41666666666666663,0.0
8445,0.0,68,40,130.52936768258797,-121.61467657082461,-0.0,0.0,0.0,0.0,0.0,54.73853760143776,5.0,-121.61467657082461,5.0,0.41666666666666663,0.0
8450,0.0,68,40,130.32867360500643,-121.22434245680228,-0.0,0.0,0.0,0.0,0.0,54.627040891670234,5.0,-121.22434245680228,5.0,0.41666666666666663,0.0
8455,0.0,68,40,130.12862367455557,-120.83526115802285,-0.0,0.0,0.0,0.0,0.0,54.51590204141976,5.0,-120.83526115802285,5.0,0.41666666666666663,0.0
8460,0.0,68,40,129.9292158237826,-120.44742865345414,-0.0,0.0,0.0,0.0,0.0,54.40511990210145,5.0,-120.44742865345414,5.0,0.41666666666666663,0.0
8465,0.0,68,40,129.7304479918705,-120.06084093496989,-0.0,0.0,0.0,0.0,0.0,54.29469332881695,5.0,-120.06084093496989,5.0,0.41666666666666663,0.0
8470,0.0,68,40,129.53231812461655,-119.67549400730825,-0.0,0.0,0.0,0.0,0.0,54.184621180342525,5.0,-119.67549400730825,5.0,0.41666666666666663,0.0
8475,0.0,68,40,129.33482417441124,-119.29138388803061,-0.0,0.0,0.0,0.0,0.0,54.074902319117356,5.0,-119.29138388803061,5.0,0.41666666666666663,0.0
8480,0.0,68,40,129.13796410021703,-118.90850660748035,-0.0,0.0,0.0,0.0,0.0,53.96553561123169,5.0,-118.90850660748035,5.0,0.41666666666666663,0.0
